url	league_name
101106	COLOMBIAN LIGA POSTOBÓN
383	CAMPEONATO BRASILEIRO SÉRIE A
1754	SCOTTISH PREMIERSHIP
1474	KOREAN K LEAGUE CLASSIC
110815	ROMANIAN LIGA I
111065	USA MAJOR LEAGUE SOCCER
111273	FRENCH LIGUE 2
919	NORWEGIAN ELITESERIEN
2055	KOREAN K LEAGUE CLASSIC
112199	NORWEGIAN ELITESERIEN
563	REP. IRELAND AIRTRICITY LEAGUE
2007	BELGIAN JUPILER PRO LEAGUE
598	CAMPEONATO BRASILEIRO SÉRIE A
110109	RUSSIAN PREMIER LEAGUE
111774	CHINESE SUPER LEAGUE
112448	JAPANESE J. LEAGUE DIVISION 1
110700	GERMAN 3. BUNDESLIGA
550	GERMAN 3. BUNDESLIGA
300	NORWEGIAN ELITESERIEN
346	ENGLISH LEAGUE TWO
110749	POLISH T-MOBILE EKSTRAKLASA
113057	SAUDI ABDUL L. JAMEEL LEAGUE
113186	JAPANESE J. LEAGUE DIVISION 1
112934	COLOMBIAN LIGA POSTOBÓN
110467	CZECH REPUBLIC GAMBRINUS LIGA
112390	SAUDI ABDUL L. JAMEEL LEAGUE
110234	RUSSIAN PREMIER LEAGUE
110756	RUSSIAN PREMIER LEAGUE
112119	CAMPEONATO BRASILEIRO SÉRIE A
112528	COLOMBIAN LIGA POSTOBÓN
111976	CAMPEONATO BRASILEIRO SÉRIE A
111707	ARGENTINA PRIMERA DIVISIÓN
112934	COLOMBIAN LIGA POSTOBÓN
112585	CHILIAN CAMPEONATO NACIONAL
312	RUSSIAN PREMIER LEAGUE
112526	COLOMBIAN LIGA POSTOBÓN
10020	PORTUGUESE LIGA ZON SAGRES
112096	SAUDI ABDUL L. JAMEEL LEAGUE
110233	RUSSIAN PREMIER LEAGUE
2045	AUSTRIAN FOOTBALL BUNDESLIGA
918	NORWEGIAN ELITESERIEN
110911	ITALIAN SERIE B
111052	CAMPEONATO BRASILEIRO SÉRIE A
110316	FRENCH LIGUE 2
101024	TURKISH SÜPER LIG
111491	ITALIAN SERIE B
112258	KOREAN K LEAGUE CLASSIC
111705	SWEDISH ALLSVENSKAN
700	SWEDISH ALLSVENSKAN
1524	NORWEGIAN ELITESERIEN
110765	KOREAN K LEAGUE CLASSIC
112679	MEXICAN LIGA MX
112903	COLOMBIAN LIGA POSTOBÓN
1478	KOREAN K LEAGUE CLASSIC
101145	JAPANESE J. LEAGUE DIVISION 1
112523	COLOMBIAN LIGA POSTOBÓN
239	BELGIAN JUPILER PRO LEAGUE
621	SCOTTISH PREMIERSHIP
112505	POLISH T-MOBILE EKSTRAKLASA
112925	ARGENTINA PRIMERA DIVISIÓN
1456	NORWEGIAN ELITESERIEN
110912	ITALIAN SERIE B
112527	COLOMBIAN LIGA POSTOBÓN
111802	ITALIAN SERIE B
1828	GERMAN 2. BUNDESLIGA
780	AUSTRIAN FOOTBALL BUNDESLIGA
110694	GERMAN 3. BUNDESLIGA
110149	MEXICAN LIGA MX
112668	CHILIAN CAMPEONATO NACIONAL
111713	ARGENTINA PRIMERA DIVISIÓN
111114	INTERNATIONAL
324	SWISS SUPER LEAGUE
110714	SPANISH SEGUNDA DIVISIÓN
917	NORWEGIAN ELITESERIEN
922	NORWEGIAN ELITESERIEN
570	ITALIAN SERIE B
110526	GERMAN 2. BUNDESLIGA
112552	FRENCH LIGUE 2
1366	INTERNATIONAL
112715	COLOMBIAN LIGA POSTOBÓN
203	ITALIAN SERIE B
1719	CAMPEONATO BRASILEIRO SÉRIE A
665	PORTUGUESE LIGA ZON SAGRES
111968	REP. IRELAND AIRTRICITY LEAGUE
180	SCOTTISH PREMIERSHIP
147	ENGLISH LEAGUE TWO
203	ITALIAN SERIE B
112708	CHILIAN CAMPEONATO NACIONAL
113058	SAUDI ABDUL L. JAMEEL LEAGUE
112990	SAUDI ABDUL L. JAMEEL LEAGUE
112389	SAUDI ABDUL L. JAMEEL LEAGUE
113222	SAUDI ABDUL L. JAMEEL LEAGUE
112883	SAUDI ABDUL L. JAMEEL LEAGUE
112676	SAUDI ABDUL L. JAMEEL LEAGUE
112675	SAUDI ABDUL L. JAMEEL LEAGUE
112391	SAUDI ABDUL L. JAMEEL LEAGUE
112392	SAUDI ABDUL L. JAMEEL LEAGUE
112407	SAUDI ABDUL L. JAMEEL LEAGUE
112393	SAUDI ABDUL L. JAMEEL LEAGUE
112906	JAPANESE J. LEAGUE DIVISION 1
112579	COLOMBIAN LIGA POSTOBÓN
112992	COLOMBIAN LIGA POSTOBÓN
112889	TURKISH SÜPER LIG
112549	FRENCH LIGUE 2
112476	CAMPEONATO BRASILEIRO SÉRIE A
112713	ARGENTINA PRIMERA DIVISIÓN
112904	ARGENTINA PRIMERA DIVISIÓN
112709	CHILIAN CAMPEONATO NACIONAL
112909	ARGENTINA PRIMERA DIVISIÓN
113876	SWEDISH ALLSVENSKAN
113217	SAUDI ABDUL L. JAMEEL LEAGUE
112525	COLOMBIAN LIGA POSTOBÓN
112586	CHILIAN CAMPEONATO NACIONAL
112513	PORTUGUESE LIGA ZON SAGRES
113720	DANISH SUPERLIGA
112261	RUSSIAN PREMIER LEAGUE
112398	ITALIAN SERIE B
113704	RUSSIAN PREMIER LEAGUE
112424	DANISH SUPERLIGA
112834	COLOMBIAN LIGA POSTOBÓN
112281	ITALIAN SERIE B
112394	SAUDI ABDUL L. JAMEEL LEAGUE
112970	COLOMBIAN LIGA POSTOBÓN
113459	NORWEGIAN ELITESERIEN
112487	ITALIAN SERIE B
112395	SAUDI ABDUL L. JAMEEL LEAGUE
112282	ITALIAN SERIE B
113219	SAUDI ABDUL L. JAMEEL LEAGUE
112345	JAPANESE J. LEAGUE DIVISION 1
112958	TURKISH SÜPER LIG
112578	COLOMBIAN LIGA POSTOBÓN
112508	POLISH T-MOBILE EKSTRAKLASA
112374	NORWEGIAN ELITESERIEN
113378	ROMANIAN LIGA I
112558	KOREAN K LEAGUE CLASSIC
112267	SWEDISH ALLSVENSKAN
112968	COLOMBIAN LIGA POSTOBÓN
113216	SPANISH SEGUNDA DIVISIÓN
112902	SPANISH SEGUNDA DIVISIÓN
112830	COLOMBIAN LIGA POSTOBÓN
112517	PORTUGUESE LIGA ZON SAGRES
112237	ITALIAN SERIE B
113162	JAPANESE J. LEAGUE DIVISION 1
112954	ITALIAN SERIE B
111989	FRENCH LIGUE 2
111340	TURKISH SÜPER LIG
111717	ARGENTINA PRIMERA DIVISIÓN
111704	CAMPEONATO BRASILEIRO SÉRIE A
111965	REP. IRELAND AIRTRICITY LEAGUE
111812	CZECH REPUBLIC GAMBRINUS LIGA
111985	CZECH REPUBLIC GAMBRINUS LIGA
112019	COLOMBIAN LIGA POSTOBÓN
112232	TURKISH SÜPER LIG
111827	SPANISH SEGUNDA DIVISIÓN
111984	PORTUGUESE LIGA ZON SAGRES
111666	MEXICAN LIGA MX
111769	CHINESE SUPER LEAGUE
111715	ARGENTINA PRIMERA DIVISIÓN
111810	SPANISH SEGUNDA DIVISIÓN
111932	REP. IRELAND AIRTRICITY LEAGUE
111988	TURKISH SÜPER LIG
111271	FRENCH LIGUE 2
112236	CZECH REPUBLIC GAMBRINUS LIGA
111264	RUSSIAN PREMIER LEAGUE
111374	CZECH REPUBLIC GAMBRINUS LIGA
112235	CZECH REPUBLIC GAMBRINUS LIGA
112169	SWEDISH ALLSVENSKAN
111594	SWEDISH ALLSVENSKAN
112107	ITALIAN SERIE B
111277	SWEDISH ALLSVENSKAN
112078	AUSTRALIAN HYUNDAI A-LEAGUE
111206	SCOTTISH PREMIERSHIP
112077	CAMPEONATO BRASILEIRO SÉRIE A
111929	CAMPEONATO BRASILEIRO SÉRIE A
112130	SWEDISH ALLSVENSKAN
112122	TURKISH SÜPER LIG
111654	MEXICAN LIGA MX
111285	REP. IRELAND AIRTRICITY LEAGUE
111959	SWEDISH ALLSVENSKAN
111433	ITALIAN SERIE B
112072	SWEDISH ALLSVENSKAN
112079	AUSTRALIAN HYUNDAI A-LEAGUE
112225	ITALIAN SERIE B
111429	POLISH T-MOBILE EKSTRAKLASA
112231	ITALIAN SERIE B
111292	CAMPEONATO BRASILEIRO SÉRIE A
112110	CHILIAN CAMPEONATO NACIONAL
112200	NORWEGIAN ELITESERIEN
111432	ITALIAN SERIE B
111540	PORTUGUESE LIGA ZON SAGRES
111373	AUSTRIAN FOOTBALL BUNDESLIGA
111720	CZECH REPUBLIC GAMBRINUS LIGA
112020	ITALIAN SERIE B
112022	AUSTRIAN FOOTBALL BUNDESLIGA
111714	ARGENTINA PRIMERA DIVISIÓN
111293	CAMPEONATO BRASILEIRO SÉRIE A
111266	RUSSIAN PREMIER LEAGUE
111967	REP. IRELAND AIRTRICITY LEAGUE
111376	FRENCH LIGUE 2
111377	FRENCH LIGUE 2
112237	ITALIAN SERIE B
111660	DANISH SUPERLIGA
112217	RUSSIAN PREMIER LEAGUE
111089	POLISH T-MOBILE EKSTRAKLASA
110306	BELGIAN JUPILER PRO LEAGUE
110230	RUSSIAN PREMIER LEAGUE
110907	ITALIAN SERIE B
101116	MEXICAN LIGA MX
110392	ARGENTINA PRIMERA DIVISIÓN
110464	CZECH REPUBLIC GAMBRINUS LIGA
111022	ARGENTINA PRIMERA DIVISIÓN
110701	SPANISH SEGUNDA DIVISIÓN
110833	SPANISH SEGUNDA DIVISIÓN
110979	CHILIAN CAMPEONATO NACIONAL
110364	ITALIAN SERIE B
110915	ITALIAN SERIE B
110405	ARGENTINA PRIMERA DIVISIÓN
111070	USA MAJOR LEAGUE SOCCER
110398	ARGENTINA PRIMERA DIVISIÓN
111050	CAMPEONATO BRASILEIRO SÉRIE A
111044	CAMPEONATO BRASILEIRO SÉRIE A
111046	CAMPEONATO BRASILEIRO SÉRIE B
111032	MEXICAN LIGA MX
110471	CZECH REPUBLIC GAMBRINUS LIGA
110780	MEXICAN LIGA MX
110239	RUSSIAN PREMIER LEAGUE
110318	FRENCH LIGUE 2
110229	RUSSIAN PREMIER LEAGUE
110822	RUSSIAN PREMIER LEAGUE
110596	GERMAN 2. BUNDESLIGA
111045	CAMPEONATO BRASILEIRO SÉRIE A
110576	FRENCH LIGUE 2
110744	POLISH T-MOBILE EKSTRAKLASA
111049	CAMPEONATO BRASILEIRO SÉRIE A
110565	POLISH T-MOBILE EKSTRAKLASA
110775	TURKISH SÜPER LIG
110151	MEXICAN LIGA MX
111054	CAMPEONATO BRASILEIRO SÉRIE B
111041	CAMPEONATO BRASILEIRO SÉRIE B
101032	TURKISH SÜPER LIG
110089	RUSSIAN PREMIER LEAGUE
110935	SOUTH AFRICAN PREMIER DIVISION
101035	TURKISH SÜPER LIG
101036	TURKISH SÜPER LIG
110472	CZECH REPUBLIC GAMBRINUS LIGA
110106	RUSSIAN PREMIER LEAGUE
111048	CAMPEONATO BRASILEIRO SÉRIE A
110581	ARGENTINA PRIMERA DIVISIÓN
111087	POLISH T-MOBILE EKSTRAKLASA
111043	CAMPEONATO BRASILEIRO SÉRIE A
110554	ARGENTINA PRIMERA DIVISIÓN
110242	SPANISH SEGUNDA DIVISIÓN
110710	SPANISH SEGUNDA DIVISIÓN
110101	RUSSIAN PREMIER LEAGUE
111058	CAMPEONATO BRASILEIRO SÉRIE A
110976	CHILIAN CAMPEONATO NACIONAL
110225	RUSSIAN PREMIER LEAGUE
110082	INTERNATIONAL
110103	RUSSIAN PREMIER LEAGUE
111057	CAMPEONATO BRASILEIRO SÉRIE A
110466	CZECH REPUBLIC GAMBRINUS LIGA
110326	FRENCH LIGUE 2
110465	CZECH REPUBLIC GAMBRINUS LIGA
110902	SPANISH SEGUNDA DIVISIÓN
100149	CZECH REPUBLIC GAMBRINUS LIGA
100145	CZECH REPUBLIC GAMBRINUS LIGA
1826	GERMAN 2. BUNDESLIGA
1872	SPANISH SEGUNDA DIVISIÓN
1840	ITALIAN SERIE B
101008	TURKISH SÜPER LIG
1901	PORTUGUESE LIGA ZON SAGRES
2038	ITALIAN SERIE B
1964	ENGLISH LEAGUE TWO
100852	SPANISH SEGUNDA DIVISIÓN
1857	SPANISH SEGUNDA DIVISIÓN
15021	SPANISH SEGUNDA DIVISIÓN
2057	SPANISH SEGUNDA DIVISIÓN
1924	ENGLISH LEAGUE TWO
15012	SPANISH SEGUNDA DIVISIÓN
1957	ENGLISH LEAGUE TWO
101018	TURKISH SÜPER LIG
1971	HOLLAND EREDIVISIE
100851	SPANISH SEGUNDA DIVISIÓN
100626	HOLLAND EREDIVISIE
10023	SWISS CHALLENGE LEAGUE
1862	SWISS SUPER LEAGUE
8001	BELGIAN JUPILER PRO LEAGUE
100741	PORTUGUESE LIGA ZON SAGRES
100424	GERMAN 3. BUNDESLIGA
100994	SWISS SUPER LEAGUE
100142	CZECH REPUBLIC GAMBRINUS LIGA
2041	NORWEGIAN ELITESERIEN
100632	HOLLAND EREDIVISIE
1941	ENGLISH LEAGUE TWO
100879	SPANISH SEGUNDA DIVISIÓN
1841	NORWEGIAN ELITESERIEN
15011	AUSTRIAN FOOTBALL BUNDESLIGA
1950	GERMAN 2. BUNDESLIGA
101032	TURKISH SÜPER LIG
100764	RUSSIAN PREMIER LEAGUE
10018	PORTUGUESE LIGA ZON SAGRES
2015	AUSTRIAN FOOTBALL BUNDESLIGA
2026	SPANISH SEGUNDA DIVISIÓN
1845	ITALIAN SERIE B
1910	HOLLAND EREDIVISIE
100737	PORTUGUESE LIGA ZON SAGRES
100087	BELGIAN JUPILER PRO LEAGUE
1855	SPANISH SEGUNDA DIVISIÓN
100882	SPANISH SEGUNDA DIVISIÓN
1902	HOLLAND EREDIVISIE
1834	GERMAN 2. BUNDESLIGA
1897	PORTUGUESE LIGA ZON SAGRES
1838	ITALIAN SERIE B
100143	CZECH REPUBLIC GAMBRINUS LIGA
1931	ENGLISH LEAGUE TWO
100768	RUSSIAN PREMIER LEAGUE
1946	ENGLISH LEAGUE TWO
2021	ITALIAN SERIE B
1839	ITALIAN SERIE B
2044	ITALIAN SERIE B
1856	SPANISH SEGUNDA DIVISIÓN
100947	SPANISH SEGUNDA DIVISIÓN
1895	PORTUGUESE LIGA ZON SAGRES
1947	ENGLISH LEAGUE TWO
241	SPAIN PRIMERA DIVISION
11	ENGLISH PREMIER LEAGUE
5	ENGLISH PREMIER LEAGUE
243	SPAIN PRIMERA DIVISION
1	ENGLISH PREMIER LEAGUE
9	ENGLISH PREMIER LEAGUE
22	GERMAN 1. BUNDESLIGA
21	GERMAN 1. BUNDESLIGA
10	ENGLISH PREMIER LEAGUE
73	FRENCH LIGUE 1
245	HOLLAND EREDIVISIE
240	SPAIN PRIMERA DIVISION
191	AUSTRIAN FOOTBALL BUNDESLIGA
44	ITALIAN SERIE A
47	ITALIAN SERIE A
45	ITALIAN SERIE A
18	ENGLISH PREMIER LEAGUE
112172	GERMAN 1. BUNDESLIGA
1943	ENGLISH PREMIER LEAGUE
48	ITALIAN SERIE A
7	ENGLISH PREMIER LEAGUE
32	GERMAN 1. BUNDESLIGA
52	ITALIAN SERIE A
34	GERMAN 1. BUNDESLIGA
95	ENGLISH PREMIER LEAGUE
461	SPAIN PRIMERA DIVISION
110	ENGLISH PREMIER LEAGUE
66	FRENCH LIGUE 1
19	ENGLISH PREMIER LEAGUE
110374	ITALIAN SERIE A
247	HOLLAND EREDIVISIE
1792	ENGLISH PREMIER LEAGUE
449	SPAIN PRIMERA DIVISION
1824	GERMAN 1. BUNDESLIGA
38	GERMAN 1. BUNDESLIGA
234	PORTUGUESE LIGA ZON SAGRES
481	SPAIN PRIMERA DIVISION
69	FRENCH LIGUE 1
219	FRENCH LIGUE 1
2	ENGLISH PREMIER LEAGUE
13	ENGLISH PREMIER LEAGUE
110679	GERMAN 3. BUNDESLIGA
236	PORTUGUESE LIGA ZON SAGRES
74	FRENCH LIGUE 1
237	PORTUGUESE LIGA ZON SAGRES
65	FRENCH LIGUE 1
17	ENGLISH PREMIER LEAGUE
39	ITALIAN SERIE A
23	GERMAN 1. BUNDESLIGA
50	ITALIAN SERIE A
457	SPAIN PRIMERA DIVISION
325	TURKISH SÜPER LIG
28	GERMAN 2. BUNDESLIGA
10029	GERMAN 1. BUNDESLIGA
175	GERMAN 1. BUNDESLIGA
326	TURKISH SÜPER LIG
190	ITALIAN SERIE A
448	SPAIN PRIMERA DIVISION
8	ENGLISH LEAGUE CHAMPIONSHIP
1799	ENGLISH PREMIER LEAGUE
